,start_time,start_lat,start_lon,end_time,end_lat,end_lon,duration,route_type
160,2017-07-17 0:39:00,40.75345,-73.58586,2017-07-17 0:44:00,40.74034,-73.64086,300,rail
161,2017-07-17 0:40:00,40.7627,-73.81454,2017-07-17 0:42:00,40.76164,-73.80176,120,rail
162,2017-07-17 0:40:00,40.83563,-73.45108,2017-07-17 0:46:00,40.82485,-73.50044,360,rail
163,2017-07-17 0:40:00,40.6422,-73.65821,2017-07-17 0:42:00,40.64831,-73.66397,120,rail
164,2017-07-17 0:40:00,40.67692,-73.46905,2017-07-17 0:42:00,40.67785,-73.45474,120,rail
165,2017-07-17 0:41:00,40.67513,-73.76504,2017-07-17 0:43:00,40.66847,-73.75175,120,rail
166,2017-07-17 0:41:00,40.65831,-73.64655,2017-07-17 0:44:00,40.65672,-73.60716,180,rail
167,2017-07-17 0:41:00,40.684901,-73.97768,2017-07-17 0:47:00,40.67838,-73.94822,360,rail
168,2017-07-17 0:41:00,40.83563,-73.45108,2017-07-17 0:48:00,40.853,-73.40952,420,rail
169,2017-07-17 0:41:00,40.63471,-73.65466,2017-07-17 0:45:00,40.60129,-73.65474,240,rail
170,2017-07-17 0:42:00,40.72309,-73.64036,2017-07-17 0:45:00,40.72145,-73.62967,180,rail
171,2017-07-17 0:42:00,40.76164,-73.80176,2017-07-17 0:44:00,40.76143,-73.78996,120,rail
172,2017-07-17 0:42:00,40.60913,-73.75054,2017-07-17 0:46:00,40.61228,-73.74418,240,rail
173,2017-07-17 0:42:00,40.64831,-73.66397,2017-07-17 0:45:00,40.65605,-73.67607,180,rail
174,2017-07-17 0:42:00,40.67785,-73.45474,2017-07-17 0:45:00,40.68024,-73.42031,180,rail
175,2017-07-17 0:43:00,40.73583,-73.20932,2017-07-17 0:46:00,40.74044,-73.17019,180,rail
176,2017-07-17 0:43:00,40.66847,-73.75175,2017-07-17 0:46:00,40.66594,-73.73555,180,rail
177,2017-07-17 0:44:00,40.65672,-73.60716,2017-07-17 0:47:00,40.65745,-73.58232,180,rail
178,2017-07-17 0:44:00,40.76143,-73.78996,2017-07-17 0:47:00,40.76314,-73.77125,180,rail
179,2017-07-17 0:44:00,40.81069,-73.69521,2017-07-17 0:46:00,40.79672,-73.6999,120,rail
180,2017-07-17 0:44:00,40.74034,-73.64086,2017-07-17 0:58:00,40.6996,-73.80853,840,rail
181,2017-07-17 0:45:00,40.60129,-73.65474,2017-07-17 0:52:00,40.59017,-73.66482,420,rail
182,2017-07-17 0:45:00,40.68024,-73.42031,2017-07-17 0:48:00,40.68101,-73.39834,180,rail
183,2017-07-17 0:45:00,40.72145,-73.62967,2017-07-17 0:49:00,40.71329,-73.62503,240,rail
184,2017-07-17 0:45:00,40.65605,-73.67607,2017-07-17 0:48:00,40.66151,-73.70476,180,rail
185,2017-07-17 0:46:00,40.61228,-73.74418,2017-07-17 0:48:00,40.61573,-73.7359,120,rail
186,2017-07-17 0:46:00,40.66594,-73.73555,2017-07-17 0:52:00,40.66151,-73.70476,360,rail
187,2017-07-17 0:46:00,40.74044,-73.17019,2017-07-17 0:50:00,40.74342,-73.13243,240,rail
188,2017-07-17 0:46:00,40.80808,-73.10594,2017-07-17 0:53:00,40.79184,-73.19486,420,rail
189,2017-07-17 0:46:00,40.74035,-73.08645,2017-07-17 0:50:00,40.74342,-73.13243,240,rail
190,2017-07-17 0:46:00,40.79672,-73.6999,2017-07-17 0:49:00,40.78721,-73.7261,180,rail
191,2017-07-17 0:46:00,40.82485,-73.50044,2017-07-17 0:53:00,40.76717,-73.52853,420,rail
192,2017-07-17 0:47:00,40.67838,-73.94822,2017-07-17 0:51:00,40.6758,-73.90281,240,rail
193,2017-07-17 0:47:00,40.65745,-73.58232,2017-07-17 0:50:00,40.66379,-73.55062,180,rail
194,2017-07-17 0:47:00,40.76314,-73.77125,2017-07-17 0:50:00,40.76806,-73.74941,180,rail
195,2017-07-17 0:48:00,40.61573,-73.7359,2017-07-17 0:51:00,40.62217,-73.72618,180,rail
196,2017-07-17 0:48:00,40.68101,-73.39834,2017-07-17 0:51:00,40.68826,-73.36921,180,rail
197,2017-07-17 0:48:00,40.66151,-73.70476,2017-07-17 0:58:00,40.6996,-73.80853,600,rail
198,2017-07-17 0:49:00,40.78721,-73.7261,2017-07-17 0:51:00,40.77504,-73.74065,120,rail
199,2017-07-17 0:49:00,40.6996,-73.80853,2017-07-17 0:57:00,40.6758,-73.90281,480,rail
200,2017-07-17 0:49:00,40.6996,-73.80853,2017-07-17 0:53:00,40.70964,-73.83089,240,rail
201,2017-07-17 0:50:00,40.66379,-73.55062,2017-07-17 0:53:00,40.66879,-73.52886,180,rail
202,2017-07-17 0:50:00,40.74342,-73.13243,2017-07-17 0:54:00,40.74044,-73.17019,240,rail
203,2017-07-17 0:50:00,40.75058,-73.99358,2017-07-17 1:09:00,40.6996,-73.80853,1140,rail
204,2017-07-17 0:50:00,40.76806,-73.74941,2017-07-17 0:52:00,40.77504,-73.74065,120,rail
205,2017-07-17 0:50:00,40.74034,-73.64086,2017-07-17 0:59:00,40.76717,-73.52853,540,rail
206,2017-07-17 0:50:00,40.74342,-73.13243,2017-07-17 0:55:00,40.74035,-73.08645,300,rail
207,2017-07-17 0:51:00,40.62217,-73.72618,2017-07-17 0:54:00,40.63133,-73.71371,180,rail
208,2017-07-17 0:51:00,40.74584,-73.90297,2017-07-17 0:56:00,40.71957,-73.84481,300,rail
209,2017-07-17 0:51:00,40.68826,-73.36921,2017-07-17 0:56:00,40.70068,-73.32405,300,rail
210,2017-07-17 0:51:00,40.77504,-73.74065,2017-07-17 0:53:00,40.76806,-73.74941,120,rail
211,2017-07-17 0:51:00,40.6758,-73.90281,2017-07-17 1:02:00,40.6996,-73.80853,660,rail
212,2017-07-17 0:52:00,40.77504,-73.74065,2017-07-17 0:55:00,40.78721,-73.7261,180,rail
213,2017-07-17 0:52:00,40.66151,-73.70476,2017-07-17 0:56:00,40.64924,-73.70183,240,rail
214,2017-07-17 0:53:00,40.76717,-73.52853,2017-07-17 0:58:00,40.75345,-73.58586,300,rail
215,2017-07-17 0:53:00,40.76806,-73.74941,2017-07-17 0:56:00,40.76314,-73.77125,180,rail
216,2017-07-17 0:53:00,40.79184,-73.19486,2017-07-17 0:57:00,40.78083,-73.24361,240,rail
217,2017-07-17 0:53:00,40.66879,-73.52886,2017-07-17 0:56:00,40.67298,-73.50896,180,rail
218,2017-07-17 0:53:00,40.70964,-73.83089,2017-07-17 0:55:00,40.71957,-73.84481,120,rail
219,2017-07-17 0:54:00,40.63133,-73.71371,2017-07-17 0:56:00,40.63676,-73.70514,120,rail
220,2017-07-17 0:54:00,40.74044,-73.17019,2017-07-17 0:58:00,40.73583,-73.20932,240,rail
221,2017-07-17 0:55:00,40.71957,-73.84481,2017-07-17 1:00:00,40.74584,-73.90297,300,rail
